	crt_76[K]	crt_72-76[CVMNK]	dhfr_51[N]	dhfr_59[C]	dhfr_108[S]	dhfr_164[I]	dhps_437[G]	dhps_540[K]	dhps_581[A]	dhps_613[A]	kelch13_349-726_ns_changes	mdr1_dup_call	mdr1_breakpoint	pm2_dup_call	pm2_breakpoint
QS0109-C	T	CVIET	I	R	N	I	G	E	A	A		0		0	
QS0110-C	T	CVIET	I	R	N	I	G	E	A	A		0		0	
QS0116-C	T	CVIET	I	R	N	I	G	E	A	A		0		0	
QS0126-C	T	CVIET	I	R	N	I	G	E	A	A		0		0	
QS0129-C	T	CVIET	I	R	N	I	G	E	A	A		0		0	
QS0132-C	T	CVIET	I	R	N	I	G	E	A	A		0		0	
QS0133-C	T	CVIET	I	R	N	I	G	E	A	A		0		0	
QS0135-C	T	CVIET	I	R	N	I	G	E	A	A		0		0	
QS0144-C	T	CVIET	I	R	N	I	G	E	A	A		0		0	
QS0154-C	T	CVIET	I	R	N	I	G	E	A	A		0		0	
QS0155-C	T	CVIET	I	R	N	I	G	E	A	A		0		0	
QS0156-C	T	CVIET	I	C,R	N	I	A	K	A	A		0		0	
QS0157-C	T	CVIET	I	R	N	I	G	E	A	A		0		0	
QS0159-C	T	CVIET	I	R	N	I	A	K	A	A		0		0	
QS0162-C	T	CVIET	I	R	N	I	G	E	A	A		0		0	
QS0163-C	T	CVIET	I	R	N	I	G	E	A	A		0		0	
QS0168-C	T	CVIET	I	R	N	I	G	E	A	A		0		0	
QS0169-C	T	CVIET	I	C	N	I	G	E	A	A		0		0	
QS0170-C	T	CVIET	I	R	N	I	G	E	A	A		0		0	
QT0001-C	T	CVIET	I	R	N	I	G	K	A	A		0		0	
QT0002-C	T	CVIET	I	R	N	I	G	K	A	A		0		0	
QT0004-C	T	CVIET	I	R	N	I	G	K	G	S		0		0	
QT0005-C	T	CVIET	I	R	N	I	G	K	G	S		0		0	
QT0006-C	T	CVIET	I	R	N	I	G	K	A	A		0		0	
QT0007-C	T	CVIET	I	R	N	I	G	K	A	A		0		0	
QT0008-C	T	CVIET	I	R	N	I	G	K	A	A		0		0	
QT0009-C	T	CVIET	I	R	N	I	G	K	A	A		0		0	
QT0010-C	T	CVIET	I	R	N	I	A	K	A	A		0		0	
QT0012-CW2	T	CVIET	I	R	N	I	G	K	G	S		0		0	
QT0014-C	T	CVIET	I	R	N	I	G	K	A	A		0		0	
QT0015-CW2	T	CVIET	I	R	N	I	G	K	A	A		0		0	
QT0016-C	T	CVIET	I	R	N	I	G	K	A	A		0		0	
QT0017-C	T	CVIET	I	R	N	I	G	K	A	A		0		0	
QT0018-C	T	CVIET	I	R	N	I	G	K	A	A		0		0	
QT0019-CW4	T	CVIET	I	R	N	I	G	K	A	A		0		0	
QT0020-CW2	T	CVIET	I	R	N	I	G	K	G	S		0		0	
QT0021-CW	T	CVIET	I	R	N	I	G	K	A	A,S		0		0	
QT0022-CW	T	CVIET	I	R	N	I	G	K	A	A		0		0	
QT0023-CW4	T	CVIET	I	R	N	I	G	K	A	A		0		0	
QT0024-C	T	CVIET	I	R	N	I	G	K	A	A		0		0	
QT0025-C	T	CVIET	I	R	N	I	G	K	A	A		0		0	
QT0026-CW4	T	CVIET	I	R	N	I	G	K	A	A		0		0	
QT0027-CW3	T	CVIET	N,I	R	N	I	G	K	A	A		0		0	
QT0028-CW5	T	CVIET	I	R	N	I	G	K	A	A		0		0	
QT0029-CW5	T	CVIET	I	R	N	I	G	K	A	S		0		0	
QT0030-CW3	T	CVIET	I	R	N	I	G	K	A	A		0		0	
QT0031-CW2	T	CVIET	I	R	N	I	G	K	G	S		0		0	
QT0032-CW2	T,K	CVIET,CVMNK	I	R	N	I	G	K	A	A,S		0		0	
QT0033-CW	T	CVIET	I	R	N	I	G	K	G	S		0		0	
QT0035-CW	T	CVIET	I	R	N	I	G	K	A	A		0		0	
QT0036-CW	T,K	CVIET,CVMNK	I	R	N	I	G	K	A	A		0		0	
QT0045-CW	T	CVIET	I	R	N	I	G	K	A	A		0		0	
QT0047-CW	T	CVIET	I	R	N	I	G	K	A	A		0		0	
QT0052-C	T	CVIET	I	R	N	I	G	K	A	A		0		0	
QT0054-C	K	CVMNK	N	C	N	I	G	K	A	S		0		0	
QV0001-CW	K	CVMNK	I	R	N	I	G	K	A	A		0		0	
QV0002-C	K	CVMNK	I	R	N	I	G	K	A	A		0		0	
QV0003-CW	K	CVMNK	I	R	N	I	G	K	A	A		-1	PfMDR1_dup_13	0	
QV0004-C	T	CVIET	I	R	N	I	A	K	A	A		0		0	
QV0005-C	T,K	CVIET,CVMNK	N	C	S	I	A	K	A	A		0		0	
QV0006-CW	K	CVMNK	I	R	N	I	G	K	A	A		0		0	
QV0008-C	T	CVIET	I	R	N	I	G	K	A	A		0		0	
QV0009-C	K,T	CVMNK,CVIET	I	R	N	I	A	K	A	A		0		0	
QV0010-C	T	CVIET	I	R	N	I	A	K	A	A		0		0	
QV0012-CW	K	CVMNK	I	R	N	I	A,G	K	A	A		0		0	
QV0013-C	K	CVMNK	I	R	N	I	A	K	A	A		0		0	
QV0014-C	T	CVIET	I	R	N	I	A	K	A	A		0		0	
QV0015-C	K	CVMNK	I	R	N	I	A	K	A	A		0		0	
QV0016-C	K	CVMNK	N	C	S	I	A	K	A	A		0		0	
QV0018-C	T	CVIET	I	R	N	I	A	K	A	S		0		0	
QV0019-C	K,T	CVMNK,CVIET	I	R	N	I	A	K	A	A		0		0	
QV0020-C	K	CVMNK	I	R	N	I	G	K	A	A		0		0	
QV0021-C	K	CVMNK	I	R	N	I	A	K	A	A		0		0	
QV0023-CW	T	CVIET	I	R	N	I	G	K	A	A		0		0	
QV0026-C	T	CVIET	I	R	N	I	G	K	A	A		0		0	
QV0028-C	K	CVMNK	I	R	N	I	G	K	A	A		0		0	
QV0029-C	K	CVMNK	I	R	N	I	A	K	A	A		0		0	
QV0030-C	T	CVIET	I	R	N	I	G	K	A	A		0		0	
QV0031-C	T	CVIET	I	R	N	I	A	K	A	A		0		0	
QV0032-C	K	CVMNK	I	R	N	I	A	K	A	A		0		0	
QV0033-C	T	CVIET	I	R	N	I	G	K	A	A		0		0	
QV0034-CW	T	CVIET	I	R	N	I	A	K	A	A		0		0	
QV0035-C	T	CVIET	I	R	N	I	G	K	A	A		0		0	
QV0037-C	K	CVMNK	I	R	N	I	G	K	A	A		0		0	
QV0038-C	K	CVMNK	I	R	N	I	A	K	A	A		0		0	
QV0039-C	K	CVMNK	I	R	N	I	G	K	A	A		0		0	
QV0040-C	T	CVIET	I	R	N	I	A	K	A	A		0		0	
QV0041-C	T	CVIET	I	R	N	I	G,A	K	A	A		0		0	
QV0042-C	T	CVIET	I	R	N	I	G	K	A	A		0		0	
QV0044-C	T	CVIET	I	R	N	I	A	K	A	A		0		0	
QV0045-C	K	CVMNK	I	R	N	I	A	K	A	A		0		0	
QV0046-C	K	CVMNK	I	R	N	I	A	K	A	A		0		0	
QV0047-C	K	CVMNK	I	R	N	I	G	K	A	A		0		0	
QV0049-C	K	CVMNK	I	R	N	I	A	K	A	A		0		0	
QV0051-C	T	CVIET	N	C	S	I	G	K	A	S		0		0	
QV0052-CW	T	CVIET	I	R	N	I	A	K	A	A		0		0	
QV0053-C	K	CVMNK	I	R	N	I	A	K	A	A		0		0	
QV0056-C	K	CVMNK	I	R	N	I	G	K	A	A		0		0	
QV0058-C	K	CVMNK	I	R	N	I	A	K	A	A		0		0	
QV0059-C	T	CVIET	I	R	N	I	A	K	A	A		0		0	
QV0060-C	T	CVIET	I	R	N	I	A	K	A	A		0		0	
QV0061-C	K	CVMNK	I	R	N	I	G	K	A	A		0		0	
QV0062-C	T	CVIET	I	R	N	I	A	K	A	A		0		0	
QV0064-C	K	CVMNK	I	R	N	I	A	K	A	A		0		0	
QV0065-C	T	CVIET	I	R	N	I	A	K	A	A		0		0	
QV0067-C	T	CVIET	I	R	N	I	G	K	A	A		0		0	
QV0069-C	K	CVMNK	I	R	N	I	A	K	A	A		0		0	
QV0070-C	T	CVIET	I	R	N	I	G	K	A	A		0		0	
QV0071-C	K	CVMNK	I	R	N	I	A	K	A	A		0		0	
QV0072-C	K	CVMNK	I	R	N	I	A	K	A	A		0		0	
QV0073-C	K	CVMNK	I	R	N	I	A	K	A	A		0		0	
QV0074-C	K	CVMNK	I,N	R,C	N,S	I	A	K	A	A		0		0	
QV0075-C	K	CVMNK	I	R	N	I	A	K	A	A		0		0	
QV0076-C	T	CVIET	I	R	N	I	A	K	A	A		0		0	
QV0077-C	K	CVMNK	I	R	N	I	A	K	A	A		0		0	
QV0078-C	T	CVIET	I	R	N	I	A	K	A	A		0		0	
QV0080-C	T	CVIET	I	R	N	I	G	K	A	A		0		0	
QV0081-C	T	CVIET	I	R	N	I	G	K	A	A		0		0	
QV0082-C	K,T	CVMNK,CVIET	I	R	N	I	A	K	A	A		0		0	
QV0083-C	K,T	CVMNK,CVIET	I	R	N	I	A,G	K	A	A		0		0	
QV0084-C	K	CVMNK	I	R	N	I	G	K	A	A		0		0	
QV0085-C	K	CVMNK	I	R	N	I	G	K	A	A		0		0	
QV0086-C	K	CVMNK	N	C	S	I	A,G	K	A	A		0		0	
QV0088-C	K	CVMNK	I,N	R,C	N,S	I	G	K	A	A		0		0	
QV0089-C	T	CVIET	I	R	N	I	G	K	A	A		0		0	
QV0090-C	T,K	CVIET,!	I	R	N	I	A	K	A	A		0		0	
QV0091-C	T	CVIET	N	C	S	I	A	K	A	A		0		0	
QV0092-C	K	CVMNK	I	R	N	I	G	K	A	A		0		0	
QV0093-C	T,K	CVIET,CVMNK	I	R	N	I	A	K	A	A		0		0	
QV0094-C	T	CVIET	I	R	N	I	A	K	A	A		0		0	
QV0095-C	K	CVMNK	I	R	N	I	G	K	A	A		0		0	
QV0096-C	T,K	CVIET,CVMNK	N	C	S	I	G	K	A	A		0		0	
QV0097-C	K	CVMNK	I	R	N	I	A	K	A	A		0		0	
QV0099-C	K	CVMNK	I	R	N	I	A	K	A	A		0		0	
QV0100-C	K	CVMNK	I	R	N	I	A	K	A	A		0		0	
QV0101-C	K	CVMNK	I	R	N	I	G	K	A	A		0		0	
QV0102-C	T	CVIET	I	R	N	I	G	K	A	A		0		0	
QV0103-C	T	CVIET	I	R	N	I	A	K	A	A		0		0	
QV0104-C	T	CVIET	I	R	N	I	G	K	A	A		0		0	
QV0105-C	K	CVMNK	I	R	N	I	A	K	A	A		0		0	
QV0106-C	T	CVIET	I	R	N	I	A	K	A	A		0		0	
QV0107-C	K	CVMNK	I	R	N	I	G	K	A	A		0		0	
QV0108-C	K	CVMNK	I	R	N	I	G	K	A	A		0		0	
QV0109-C	K	CVMNK	I	R	N	I	A	K	A	A	E433D	0		0	
QV0110-C	T	CVIET	I	R	N	I	G	K	A	A		0		0	
QV0112-C	T	CVIET	I	R	N	I	A	K	A	A		0		0	
QW0009-CW	K	CVMNK	I	R	N	I	G	K	A	A		0		0	
QW0010-CxW	T	CVIET	I	R	N	I	G	K	A	A		0		0	
QW0014-CW	K	CVMNK	N	C	S	I	A	K	A	A		0		0	
QW0016-CW	K	CVMNK	I	R	N	I	G	K	A	A		0		0	
QW0018-CW	T,K	CVIET,CVMNK	I	R	N	I	G	K	A	A		0		0	
QW0019-CW	T,K	CVIET,CVMNK	I	R	N	I	G	K	A	A		0		0	
QW0020-CW	K	CVMNK	N	C	S	I	A	K	A	A		0		0	
QW0021-CW	T	CVIET	I	R	N	I	G	K	A	S		0		0	PfPlasmepsin_1
QW0022-CW	T	CVIET	I	R	N	I	G	K	A	A		0		0	
QW0023-CW	T	CVIET	I	R	N	I	G	K	A	A		0	PfMDR1_dup_17	0	
QW0025-CW	T	CVIET	I	R	N	I	G	K	A	A		0		0	
QW0027-CW	T	CVIET	I	R	N	I	G	K	A	A		0		0	
QW0031-CW	T,K	CVIET,CVMNK	I	C,R	N	I	A,G	K	A	A		0		0	
QW0033-CW	T	CVIET	I	R	N	I	G	K	A	A		0		0	
QW0035-CW	T	CVIET	I	R	N	I	G	K	A	A		0		0	
QW0038-CW	K	CVMNK	I	R	N	I	G	K	A	A		0		0	
QW0041-CW	T	CVIET	I	R	N	I	G	K	A	A		0		0	
QW0043-CW	T	CVIET	I	R	N	I	G	K	A	A		0		0	
QW0046-CW	T	CVIET	I	R	N	I	G	K	A	A,S		0		0	
QW0049-CW	T	CVIET	N	C	S	I	A	K	A	A		0		0	
QW0050-CW	T	CVIET	I	R	N	I	G	K	A	A		-1	PfMDR1_dup_03	0	
QW0057-CW	K	CVMNK	I	R	N	I	G	K	A	A		0		0	
QW0058-CW	T	CVIET	I	R	N	I	G	K	A	A		0		0	
QW0064-CW	T	CVIET	I	R	N	I	G	K	A	A		0		0	
QW0067-CW	K	CVMNK	I	R	N	I	G	K	A	A		0		0	
QW0071-CW	T,K	CVMNK,CVIET	I	R	N	I	G	K	A	A		0		0	
QW0072-CW	T	CVIET	I	R	N	I	G	K	A	A		0		0	
QW0074-CW	T	CVIET	I	R	N	I	G	K	A	A		0		0	
QW0076-CxW	T	CVIET	I	R	N	I	G	K	A	A		0		0	
QW0077-CxW	T	CVIET	I	R	N	I	A	K	A	A		0		0	
QW0081-CW	T	CVIET	I	R	N	I	G	K	A	A		0		0	
QW0083-CxW	T	CVIET	I,N	R,C	N	I	G,A	K	A	A		0		0	
QW0084-CxW	T	CVIET	I	R	N	I	G	K	A	A		0		0	
QW0087-CW	T,K	CVIET,CVMNK	I	R	N	I	G	K	A	A		0		0	
QW0088-CW	K	CVMNK	I	R	N	I	A	K	A	A		0		0	
QW0089-CxW	T	CVIET	I	R	N	I	A	K	A	A		0		0	
QW0090-CxW	T	CVIET	I	R	N	I	A	K	A	A		0		0	
QW0091-CxW	T	CVIET	I	R	N	I	G	K	A	A		0		0	
QW0092-CxW	T	CVIET	I	R	N	I	G	K	A	A		0		0	
QW0096-CW	T	CVIET	I	R	N	I	G	K	A	A		0		0	
QW0100-CW	K	CVMNK	I	R	N	I	G	K	A	A		0		0	
QW0101-CW	T	CVIET	I	R	N	I	G	K	A	A		0		0	
QW0107-CW	K	CVMNK	I	R	N	I	G	K	A	A		0		0	
QW0109-CW	T	CVIET	I	R	N	I	G	K	A	A		0		0	
QW0115-CW	K	CVMNK	I	R	N	I	G	K	A	A		0		0	
QW0118-CW	K	CVMNK	I	R	N	I	A,G	K	A	A	a578s*	0		0	
QW0119-CxW	T	CVIET	I	R	N	I	G	K	A	A		0		0	
QW0120-CxW	K,T	CVMNK,CVIET	I	R	N	I	G	K	A	A		0		0	
QW0125-CxW	T	CVIET	I	R	N	I	G	K	A	A		0		0	
QW0127-CW	T,K	CVIET,CVMNK	I	C	N	I	G	K	A	A		0		0	
QW0129-CW	T	CVIET	I	R	N	I	G	K	A	A		0		0	
QW0139-CxW	T	CVIET	I	R	N	I	G	K	A	A		0		0	
QW0144-CxW	K	CVMNK	I	R	N	I	G	K	A	A		0		0	
QW0146-CW	K	CVMNK	I	R	N	I	G	K	A	A		0		0	
QW0148-CW	K,T	CVMNK,CVIET	N	C	S	I	A	K	A	A		0		0	
RCN00121	T	CVIET	I	R	N	I	G	E,K	A,G	A		0		0	
RCN00122	T	CVIET	I	R	N	L	G	E	A	A		0		0	
RCN00123	T	CVIET	N	R	N	I	A	K	A	A		0		0	
RCN00124	K	CVMNK	I	R	N	L	G	E	A	A		0		0	
RCN00125	T	CVIET	N	R	N	I	A	K	A	A		0		0	
RCN00126	T	CVIET	N	R	N	I	G	E	G	A		0		0	
RCN00127	T	CVIET	N	R	N	I	G	K	G	A		0		-1	
RCN00129	K	CVMNK	N	R	N	I	G	K	G	A		0		0	
RCN00130	T	CVIET	I	R	N	L	G	E	A	A		0		0	
RCN00131	T	CVIET	N	R	N	I	G	K	G	A		-1		-1	
RCN00132	T	CVIET	I	R	N	L	G	E	A	A	-	-1		-1	
RCN00135	T	CVIET	N	R	N	I	G	E	A	A		0		0	
RCN00136	T	CVIET	N	R	N	I	G	E	A	A		0		0	
RCN00138	T	CVIET	I	R	N	L	G	E	A	A		0		0	
RCN00140	T	CVIET	I,N	R	N	L,I	A,G	K	A,G	A		0		-1	
RCN00142	T	CVIET	N,I	R	N	I	G	E	A	A		0		0	
RCN00143	T	CVIET	N	R	N	I	G	E	A	A		0		0	
RCN00145	T	CVIET	N	R	N	I	G	E	A	A		0		0	
RCN00146	T	CVIET	I	R	N	L	G	E	A	A		0		0	
RCN00147	T	CVIET	N	R	N	I	G	E	G	A		0		0	
RCN00148	T	CVIET	N	R	N	I	G	E	A	A		0		0	
RCN00149	T	CVIET	N	R	N	I	G	E	G	A		0		0	
RCN00150	T,K	CVIET,CVMNK	I,N	R	N	L	G	E	A	A		0		0	
RCN00151	T	CVIET	I	R	N	L	G	E	A	A		0		0	
RCN00152	T,K	CVIET,CVMNK	N	R	N	L	G	E	A	A		0		0	
RCN00154	T	CVIET	N	R	N	I	G	K	G	A		0		0	
RCN00157	T	CVIET	N	R	N	I	G	E	A	A		0		0	
RCN00159	T	CVIET	I	R	N	L	G	E	A	A		0		0	
RCN00160	T	CVIET	N	R	N	I	G	E	A	A		0		0	
RCN00161	T	CVIET	N	R	N	I	G	K	G	A		0		0	
RCN00162	T	CVIET	I	R	N	I	A,G	K,E	A	A		0		0	
RCN00163	T	CVIET	I	R	N	L	G	E	G	A		0		0	
RCN00164	T	CVIET	I,N	R	N	L,I	G	E	A	A		0		0	
RCN00165	T	CVIET	I	R	N	L	G	E	A	A		0		0	
RCN00168	T	CVIET	I,N	R	N	I	G	E,K	A,G	A		0		0	
RCN00170	T	CVIET	N,I	R	N	I	A,G	K,N	A	A		0		0	
RCN00172	T	CVIET	N	R	N	I	G	E	A	A		0		0	
RCN00173	T	CVIET	N	R	N	I	G	E	A	A		0		0	
RCN00177	T	CVIET	N	R	N	I	G	E	A	A		0		0	
RCN00178	T	CVIET	I,N	R	N	I	G	K	G	A		-1		0	
RCN00179	T	CVIET	I	R	N	I	G	K	G	A		0		0	
RCN00180	T	CVIET	I	R	N	I	G	K	G	A		0		0	
RCN00181	T	CVIET	N	R	N	I	G	E	A	A		0		0	
RCN00183	T	CVIET	N	R	N	I	G,A	K	G,A	A		0		0	
RCN00184	T	CVIET	N	R	N	I	G	E	A	A		0		0	
RCN00187	T	CVIET	I	R	N	I	G	E	A	A		0		0	
RCN00188	T	CVIET	I	R	N	I	G	E	A	A		0		0	
RCN00193	T	CVIET	I	R	N	I	G	E	G	A		0		0	
RCN00196	T	CVIET	I	R	N	I	G	E	A	A		0		0	
RCN00197	T	CVIET	I	R	N	L	G	E	A	A		0		0	
RCN00206	T	CVIET	I	R	N	L,I	G	E	G,A	A		0		0	
RCN00207	T	CVIET	N	R	N	I	A	K	A	A		0		0	
RCN00208	T	CVIET	I	R	N	I	G	E	A	A		0		0	
RCN00209	T	CVIET	I	R	N	I	G	K	A	A		0		0	
RCN00211	T	CVIET	I	R	N	L	G	K,E	G,A	A		0		0	
RCN00213	T	CVIET	N	R	N	I	G	K	G	A		0		0	
RCN00215	T	CVIET	I	R	N	I	A	K	A	A		0		0	
RCN00217	T	CVIET	N	R	N	I	G	E	A	A		0		0	
RCN00219	T	CVIET	I	R	N	I	G	E	A	A		0		0	
RCN00220	T	CVIET	N	R	N	I	G	E	A	A		0		0	
RCN00222	T	CVIET	N	R	N	I	G	E	A	A		-1		0	
RCN00223	T	CVIET	N	R	N	I	A	K	A	A		0		0	
RCN00224	T	CVIET	I	R	N	I	G	K	G	A		0		0	
RCN00225	T	CVIET	I	R	N	I	G	K	G	A		0		0	
RCN00226	T	CVIET,CVI*	N	R	N	I	G	K	G	A		0		0	
RCN00227	T	CVIET	N	R	N	I	G	K	A	A		0		0	
RCN00228	T	CVIET	N	R	N	I	A,G	K,E	A	A		0		0	
RCN00229	K	CVMNK	I	R	N	I	G	E	A	A		0		0	
RCN00232	T	CVIET	N	R	N	I	G	E	A	A		0		0	
RCN00233	T	CVIET	I	R	N	I	A	K	A	A		0		0	
RCN00234	T	CVIET	N	R	N	I	G	K	A	A		0		0	
RCN00235	T	CVIET	N	C	N	I	A	K	A	A		0		0	
RCN00236	T	CVIET	N	R	N	L	G	E	A	A		0		0	
RCN00237	T	CVIET	N	R	N	I	G	E	A	A		0		0	
RCN00238	T	CVIET	N	R	N	I	A	K	A	A		0		0	
RCN00240	T	CVIET	N	R	N	L	G	E	A	A		0		0	
RCN00241	T	CVIET	N	R	N	I	G	E	A	A		0		0	
RCN00242	T	CVIET	N	R	N	I	G	K	G	A		0		0	
RCN00243	T	CVIET	N	R	N	L	G	K	G	A		0		0	
RCN00246	T,K	CVIET,CVMNK	N	R	N	I	G	E	A	A		0		0	
RCN00247	K	CVMNK	I	R	N	I	A	K	A	A		0		0	
RCN00250	T	CVIET	I	R	N	I	G	E	A	A		0		0	
RCN00252	T	CVIET	I	R	N	I	A	K	A	A		0		0	
RCN00253	K	CVMNK	I	R	N	I	G	K	A	A		0		0	
RCN00254	T	CVIET	I	R	N	I	A	K	A	A		0		0	
RCN00257	T	CVIET	N	C	N	I	A	K	A	A		0		0	
RCN00258	T	CVIET	I	R	N	I	G	E	A	A		0		0	
RCN00260	T	CVIET	N	R	N	L	G	E	A	A		0		0	
RCN00261	T	CVIET	N	R	N	I	G	E	A	A		0		0	
RCN00262	T	CVIET	N	R	N	L	G	E	A	A		0		0	
RCN00263	T	CVIET	N	R	N	L	G	K	G	A		0	PfMDR1_dup_22	0	
RCN00265	T	CVIET	N	R	N	I	G	E	A	A		0		0	
RCN00266	T	CVIET	I	R	N	I	G	K	A	A		0		0	
RCN00267	K	CVMNK	N	R	N	I	G	K	G	A		0		0	
RCN00268	K,T	CVMNK,CVIET	I,N	R	N	I	G,A	E,K	A	A		0		0	
RCN00269	K	CVMNK	N	R	N	I	G	E	A	A		0		0	
RCN00270	T	CVIET	N	R	N	I	G	K	A	A		0		0	
RCN00271	T	CVIET	I	R	N	I	G	K	A	A		0		0	
RCN00272	T	CVIET	I,N	R	N	I	G	E	A	A		0		0	
RCN00273	T,K	CVIET,CVMNK	I,N	R	N	I	G	E	A	A		-1	PfMDR1_dup_12	0	
RCN00274	K	CVMNK	N	R	N	I	G	E	A	A		0		0	
RCN00275	T	CVIET	N	R	N	I	G	E	A	A		0		0	
RCN00276	K,T	CVMNK,CVIET	N	R	N	L,I	G	E	A	A		0		0	
RCN00277	T	CVIET	I	R	N	L	G	E	A	A		0		0	
RCN00278	T	CVIET	N	R	N	L	G	E	A	A		0		0	
RCN00279	K	CVMNK	N	R	N	I	A	K	A	A		0		0	
RCN00280	T	CVIET	N	R	N	L	G	E,K	A,G	A		0		0	
RCN00281	T	CVIET	N	R	N	I	A	K	A	A		0		0	
RCN00282	T	CVIET	N	R	N	I	A	K	A	A		0		0	
RCN00283	T	CVIET	N	R	N	I	A	K	A	A		0	PfMDR1_dup_03	0	
RCN00284	T	CVIET	I	R	N	I	G	E	A	A		0		0	
RCN00285	T	CVIET	I	C	N	I	G	K	G	A		0		0	
RCN00287	T	CVIET	I,N	R	N	I	G	E,K	A,G	A		0		0	
RCN00288	T	CVIET	N	R	N	I	G	E	A	A		0		0	
RCN00289	T	CVIET	N	R	N	I	G	E	A	A		0		0	
RCN00290	T	CVIET	N,I	R	N	I	G,A	E,K	A	A		0	PfMDR1_dup_02	0	
RCN00291	T	CVIET	N	R	N	L	G	E,K	A,G	A		0		0	
RCN00292	T	CVIET	N	R	N	L	G	K,E	G,A	A		0		0	
RCN00293	T	CVIET	N	R	N	L	G	K,E	G,A	A		0		0	
RCN00294	T	CVIET	N	R	N	I	G	E	A	A		0		0	
RCN00295	K	CVMNK	N	R	N	I	A	K	A	A		0		0	
RCN00296	K	CVMNK	I,N	C,R	N	I	G	E	A	A		0		0	
RCN00297	T	CVIET	N	R	N	I	G,A	K,E	A	A		0		0	
RCN00712	T	CVIET	N	R	N	L	G	E	G	A		0		0	
RCN00714	T	CVIET	I	R	N	L	A	K	A	A		0		0	
RCN00715	T	CVIET	N	R	N	I	G	E	A	A		0		0	
RCN00716	T	CVIET	N	R	N	I	A	K	A	A		0		0	
RCN00720	T	CVIET	I	R	N	I	G	E	A	A		0	PfMDR1_dup_15	0	
RCN00721	T	CVIET	I	R	N	L	A	K	A	A		0		0	
RCN00722	T	CVIET	N,I	R	N	I,L	G	E	A	A		0		0	
RCN00724	T	CVIET	I	R	N	L	G	E	A	A		0		0	
RCN00726	T	CVIET	I	R	N	I	G	E	A	A		0		0	
RCN00729	T	CVIET	I	R	N	L	G	E	G	A		0		0	
RCN00733	T	CVIET	I,N	R	N	L,I	A,G	K,E	A	A		0		0	
RCN00740	T	CVIET	N	R	N	I	G	E	A	A		0		0	
RCN00741	T	CVIET	I	R	N	L	G	E	A	A		0		0	
RCN00745	T	CVIET	I	R	N	L	G	E	G	A		0		0	
RCN00747	T	CVIET	I	R	N	I	G	K	G	A		0		0	
RCN00751	T,K	CVIET,CVMNK*	I	R	N	L,I	G	E	A	A		0		0	
RCN00752	T	CVIET	I,N	R	N	I	G,A	E,K	G,A	A		0		0	
RCN00753	T	CVIET	N	R	N	I	G	E	A	A		0		0	
RCN00754	T	CVIET	N	R	N	I	G	E	A	A		0		0	
RCN00755	T	CVIET	I,N	R	N	L,I	G	E	A	A		0		0	
RCN00758	T	CVIET	N	R	N	L	G	E	A	A		0		0	
RCN00759	T	CVIET	I	R	N	I	G	E	A	A		0		0	
RCN00760	T	CVIET	I	R	N	L	G	E	A	A		0		0	
RCN00761	T	CVIET	N	R	N	I	G	E	G	A		0		0	
RCN00762	T	CVIET	I,N	R	N	I,L	G,A	E,K	A	A		0		0	
RCN00763	T	CVIET	I,N	R	N	L,I	G	E,K	A,G	A		0		0	
RCN00764	T	CVIET	I	R	N	L	G	E	A	A		0		0	
RCN00765	T	CVIET	N,I	R	N	I	G	E,K	A,G	A		0		0	
RCN00766	T	CVIET	N	R	N	I	G	E	G,A	A		0		0	
RCN00768	T	CVIET	I	R	N	I	G	E	A	A		0		-1	
RCN00770	T	CVIET	I	R	N	L	A	K	A	A		0		0	
RCN00771	T	CVIET	N	R	N	I	G	E	A	A		0		0	
RCN00773	T	CVIET	N,I	R	N	I,L	G	E	A	A		0		0	
RCN00776	T	CVIET	N	R	N	I	G	E	A	A		0		0	
RCN00778	T	CVIET	I	R	N	L	G	K	G	A		0		0	
RCN00779	T	CVIET	N	R	N	I	G	E	A	A		0		0	
RCN00780	T	CVIET	I	R	N	I	A	K	A	A		0		0	
RCN00781	T	CVIET	N,I	R	N	I	G	E	A	A		0		0	
RCN00782	T	CVIET	N,I	R	N	I	G	E	A	A		0		0	
RCN00785	T	CVIET	I,N	R	N	L,I	G,A	E,K	A	A		0		0	
RCN00787	T	CVIET	I,N	R	N	L,I	G	E	A	A		0		0	
RCN00788	T	CVIET	N	R	N	I	G	E	A	A		0		0	
RCN00790	T	CVIET	I,N	R	N	I	G	E	A	A		0		0	
RCN00792	T	CVIET	I	R	N	I,L	G	K,E	A	A		0		0	
RCN00793	T	CVIET	N	R	N	I	G	E	A	A		0		0	
RCN00794	T	CVIET	N	R	N	I	G	E	A	A		0		0	
RCN00795	T	CVIET	N	R	N	I	G	E	A	A		0		0	
RCN00796	T	CVIET	N,I	R	N	I	A,G	K,E	A	A		0		0	
RCN00798	T	CVIET	I	R	N	I	G	E	A	A		0		0	
RCN00799	T	CVIET	N	R	N	I	A	K	A	A		0		0	
RCN00802	T	CVIET	I,N	R,C	N	I	G	E	A	A		0		0	
RCN00804	T	CVIET	I	R	N	I	G	E	A	A		0		0	
RCN00805	T	CVIET	I,N	R	N	I	G	E	A	A		0		0	
RCN00807	T	CVIET	N	R	N	I	A	K	A	A		0		0	
RCN00808	T	CVIET	N	R	N	I	A	K	A	A		0		0	
